UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD20,NEG_M20,RAPE20,FONDL20,INCES20,STATR20,ROBBE20,AGG_A20,BURGLA20,VEHIC20,ARSON20,MURD21,NEG_M21,RAPE21,FONDL21,INCES21,STATR21,ROBBE21,AGG_A21,BURGLA21,VEHIC21,ARSON21,MURD22,NEG_M22,RAPE22,FONDL22,INCES22,STATR22,ROBBE22,AGG_A22,BURGLA22,VEHIC22,ARSON22,FILTER20,FILTER21,FILTER22,Latitude,Longitude
106908001,Paul Mitchell the School-Little Rock,3124900,"Paul Mitchell the School - Little Rock (Main Campus, North Little Rock, AR)",4201 E McCain Blvd,North Little Rock,AR,72117,9,"Private for-profit, less-than 2-year",17.0,341.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.789526,-92.222844
106908002,Paul Mitchell the School-Little Rock,3124900,Paul Mitchell the School - Norman,3030 William Pereira,Norman,OK,73072,9,"Private for-profit, less-than 2-year",17.0,341.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,35.21427995918367,-97.48592512244899
106980001,National Park College,1210500,Main Campus,101 COLLEGE DR,HOT SPRINGS NATIONAL PARK,AR,71913,4,"Public, 2-year",961.0,1379.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,40.11563253449158,-85.66714370745215
106999001,University of Arkansas Community College-Batesville,2073500,Main Campus,"2005 White Drive, PO BOX 3350",Batesville,AR,725033350,4,"Public, 2-year",343.0,665.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
107044001,Harding University,109700,Main Campus,900 E. Center,Searcy,AR,72149,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107044003,Harding University,109700,Harding University Northwest Arkansas,901 South 52nd Street,Rogers,AR,72758,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,40.80669907537688,-96.64903426130654
107044004,Harding University,109700,Harding University-Athens Greece,37 KLM Porto Rafti Avenue,Markopoulo Attiki,,19003,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107044005,Harding University,109700,Harding University-Florence Italy,Via Triozzi 57,Scandicci Firenze,,50018,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,43.7458272,11.1630903
107044006,Harding University,109700,Graduate School of Religion,1000 Cherry Road,Memphis,TN,38117,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,35.23091974604193,-89.62080660687138
107044007,Harding University,109700,Harding University Australasia - HUA,"Main Beach LPO, P.O.Box 766",Main Beach QLD,,4217,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107044009,Harding University,109700,Harding University Latin America (HULA) Chile,Posada el Castillo Campos 105 Arequipa,Arequipa,, 04001,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-16.4108686,-71.5448404
107044010,Harding University,109700,Harding University Zambia (HIZ),"Namwianga Mission, PO Box 620022",Kalomo,,20100,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107044011,Harding University,109700,Harding University England (HUE),"C/O Florida State, 103 Great Russell Street",London,,0,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107071001,Henderson State University,109800,Henderson State University,1100 HENDERSON ST,ARKADELPHIA,AR,719990001,1,"Public, 4-year or above",1009.0,1510.0,2519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107080001,Hendrix College,109900,Main Campus,1600 WASHINGTON AVE,CONWAY,AR,720323080,2,"Private nonprofit, 4-year or above",568.0,576.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107099001,Hot Springs Beauty College,3007100,Hot Springs Beauty College,100 Cones Rd,HOT SPRINGS,AR,71901,9,"Private for-profit, less-than 2-year",5.0,85.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,35.439312,-88.570708
107123001,Jefferson Regional School of Nursing,2330800,Main Campus,1600 West 40th,PINE BLUFF,AR,71603,5,"Private nonprofit, 2-year",17.0,52.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107141001,John Brown University,110000,Main Campus,2000 W UNIVERSITY ST,SILOAM SPRINGS,AR,727612121,2,"Private nonprofit, 4-year or above",892.0,1434.0,2326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,36.18812045,-94.558932581428
107141003,John Brown University,110000,Rogers Center,"2807 Ajax Avenue, Suite 200",Rogers,AR,72758,2,"Private nonprofit, 4-year or above",892.0,1434.0,2326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-34.4108238,150.8925534
107141004,John Brown University,110000,Little Rock Center,"10816 Executive Center Drive, Suite 100",Little Rock,AR,72211,2,"Private nonprofit, 4-year or above",892.0,1434.0,2326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,41.5496398,-73.4186939
107141005,John Brown University,110000,Ireland Center,157 Finaghy Road South,Belfast,,BT1O ODA,2,"Private nonprofit, 4-year or above",892.0,1434.0,2326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,54.5519367,-5.97829748171689
107220001,Career Academy of Hair Design,2341700,Career Academy of Hair Design,346 E Robinson Ave,Springdale,AR,727647128,9,"Private for-profit, less-than 2-year",5.0,225.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,36.16762405,-94.12943274918649
107220002,Career Academy of Hair Design,2341700,Rogers Campus,2100 W HUDSON RD STE 10,"Rogers, AR",AR,72756,9,"Private for-profit, less-than 2-year",5.0,225.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107220003,Career Academy of Hair Design,2341700,Siloam Springs,2100 West Hudson Rd suite 5,"Rogers, AR",AR,72756,9,"Private for-profit, less-than 2-year",5.0,225.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107220004,Career Academy of Hair Design,2341700,Fayetteville Campus,2100 West Hudson Rd suite 5,"Rogers, AR",AR,72756,9,"Private for-profit, less-than 2-year",5.0,225.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107220005,Career Academy of Hair Design,2341700,Fort Smith Campus,2100 West Hudson Rd suite 5,White/ caucasian,AR,72756,9,"Private for-profit, less-than 2-year",5.0,225.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107293001,Academy of Salon and Spa,1074100,Mellie's Inc. - Academy of Salon & Spa,311 S 16TH ST,FORT SMITH,AR,72901,9,"Private for-profit, less-than 2-year",0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
107318001,Arkansas State University Mid-South,2348200,Main Campus,2000 W.  BROADWAY,WEST MEMPHIS,AR,72301,4,"Public, 2-year",389.0,590.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107327001,Arkansas Northeastern College,1286000,Arkansas Northeastern College,2501 S. Division,Blytheville,AR,723161109,4,"Public, 2-year",536.0,966.0,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107327002,Arkansas Northeastern College,1286000,Leachville Center,103 North Main Street,Leachville,AR,72438,4,"Public, 2-year",536.0,966.0,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
107327003,Arkansas Northeastern College,1286000,Osceola Center,2868 West Semmes Street,Osceola,AR,72370,4,"Public, 2-year",536.0,966.0,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,32.6081122,-90.0363921
107442001,New Tyler Barber College Inc,2284200,Main Campus,1221 E 7TH ST,NORTH LITTLE ROCK,AR,721144973,9,"Private for-profit, less-than 2-year",15.0,13.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107460001,North Arkansas College,1226100,South Campus,1515 PIONEER DR.,HARRISON,AR,72601,4,"Public, 2-year",836.0,1020.0,1856.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107488001,Northwest Technical Institute,2073700,Main Campus,709 S OLD MISSOURI RD,SPRINGDALE,AR,72764,7,"Public, less-than 2-year",146.0,55.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,36.1781481,-94.11423658084726
107512001,Ouachita Baptist University,110200,Main Campus,410 OUACHITA ST,ARKADELPHIA,AR,719980001,2,"Private nonprofit, 4-year or above",731.0,1053.0,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.1307617,-93.05250677656251
107521001,Arkansas State University Three Rivers,997600,Main Campus,ONE COLLEGE CIR,MALVERN,AR,72104,4,"Public, 2-year",893.0,939.0,1832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107549001,Ozarka College,2087000,Main Campus,218 COLLEGE DR,MELBOURNE,AR,72556,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,39.95686455,-74.68193149999999
107549002,Ozarka College,2087000,Ozarka College-Mountain View,1800 College Drive,Mountain View,AR,72560,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,45.481483100000005,-91.74162143660122
107549003,Ozarka College,2087000,Ozarka College-Ash Flat,64 College Drive,Ash Flat,AR,72513,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,53.362260899999995,-3.0057264499999983
107549005,Ozarka College,2087000,Ozarka College Carpenter Technical Center,16 Nix Ridge Rd.,Ash Flat,AR,72513,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,35.0990152942624,-83.04966723557398
107558001,University of the Ozarks,109400,Main Campus,415 N. College Ave.,Clarksville,AR,72830,2,"Private nonprofit, 4-year or above",374.0,410.0,784.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,35.47914765,-93.46575658958028
107585001,University of Arkansas Community College-Morrilton,524500,Main Campus,1537 University Blvd.,MORRILTON,AR,72110,4,"Public, 2-year",759.0,1129.0,1888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107600001,Philander Smith College,110300,Philander Smith College,900 DAISY BATES DRIVE,LITTLE ROCK,AR,722023799,2,"Private nonprofit, 4-year or above",318.0,451.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,34.736825,-92.283114
107619001,Phillips Community College of the University of Arkansas,110400,Main Campus,1000 CAMPUS DR,HELENA,AR,723420785,4,"Public, 2-year",451.0,783.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,41.1932126,-81.461561
107619002,Phillips Community College of the University of Arkansas,110400,"Phillips Comm Coll, Stuttgart, AR","2807 Highway 165 S., Box A",STUTTGART,AR,72160,4,"Public, 2-year",451.0,783.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107619003,Phillips Community College of the University of Arkansas,110400,"Phillips Comm Coll, Dewitt, AR",1210 Rice Belt,DEWITT,AR,72042,4,"Public, 2-year",451.0,783.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,30.018294,-94.561429
107637001,Southeast Arkansas College,570700,Main Campus,1900 Hazel St.,Pine Bluff,AR,71603,4,"Public, 2-year",248.0,650.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107655001,Professional Cosmetology Education Center,2202400,Main Campus,460 N Washington Ave,El Dorado,AR,71730,9,"Private for-profit, less-than 2-year",0.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,43.6811104,-114.3660048
107664001,University of Arkansas-Pulaski Technical College,2075300,University of Arkansas Pulaski Technical College,3000 W SCENIC DR,NORTH LITTLE ROCK,AR,72118,4,"Public, 2-year",1431.0,2814.0,4245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107725001,University of Arkansas Hope-Texarkana,573200,Hope Campus,2500 S MAIN,HOPE,AR,71801,4,"Public, 2-year",406.0,782.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,40.71621715,-111.88922004374999
107725002,University of Arkansas Hope-Texarkana,573200,University of Arkansas Community College-Texarkana,3501 U of A Way,Texarkana,AR,71854,4,"Public, 2-year",406.0,782.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107743001,University of Arkansas Community College Rich Mountain,2111100,University of Arkansas at Rich Mountain,1100 COLLEGE DR,MENA,AR,71953,4,"Public, 2-year",254.0,425.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,34.5912169,-94.2202104
107789001,Paul Mitchell the School-Arkansas,792100,Main Campus,4156 N Steele Blvd,FAYETTEVILLE,AR,72703,9,"Private for-profit, less-than 2-year",1.0,108.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,36.1263965,-94.15387339423077
107831001,Searcy Beauty College,2569600,Searcy Beauty College,1004 S Main St,Searcy,AR,72143,9,"Private for-profit, less-than 2-year",1.0,83.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107840001,Shorter College,110500,Main Campus,604 Locust St,North Little Rock,AR,72114,5,"Private nonprofit, 2-year",126.0,195.0,321.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
107877001,Williams Baptist University,110600,Williams Baptist University,60 W Fulbright Avenue,Walnut Ridge,AR,72476,2,"Private nonprofit, 4-year or above",272.0,312.0,584.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,34.0453706,-117.1912028
107974001,South Arkansas Community College,2074600,Main Campus (West),300 S WEST AVE,EL DORADO,AR,717317010,4,"Public, 2-year",370.0,792.0,1162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
107974002,South Arkansas Community College,2074600,East Campus,3696 East Main,EL DORADO,AR,71730,4,"Public, 2-year",370.0,792.0,1162.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,45.6783158,-111.0180393
107974003,South Arkansas Community College,2074600,Warren Campus,204 North Bragg,Warren,AR,71671,4,"Public, 2-year",370.0,792.0,1162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,35.168036553999414,-78.9729512818283
107983001,Southern Arkansas University Main Campus,110700,Main Campus,100 E. University Street,MAGNOLIA,AR,71754,1,"Public, 4-year or above",2296.0,2798.0,5094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,33.293729,-93.23282739939236
107992001,Southern Arkansas University Tech,773800,Main Campus,6415 Spellman Road,Camden,AR,71701,4,"Public, 2-year",409.0,534.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,29.656764634317113,-95.50498235527785
108065001,Velvatex College of Beauty Culture,3214300,Velvatex College of Beauty Culture,1520 MARTIN LUTHER KING DR,LITTLE ROCK,AR,722025452,9,"Private for-profit, less-than 2-year",0.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
108092001,University of Arkansas-Fort Smith,111000,Main Campus,5210 Grand Ave,Fort Smith,AR,729133649,1,"Public, 4-year or above",2166.0,3213.0,5379.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
108232001,Academy of Art University,753100,Main Campus,79 NEW MONTGOMERY,SAN FRANCISCO,CA,94105,3,"Private for-profit, 4-year or above",2695.0,4091.0,6786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,37.776019000000005,-122.39870869233974
108269001,Academy of Chinese Culture and Health Sciences,3288300,Main Campus,1600 Broadway Ste. 200,OAKLAND,CA,94612,2,"Private nonprofit, 4-year or above",33.0,78.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
108667001,College of Alameda,672000,Main Campus,555 Ralph Appezzato Memorial Parkway,ALAMEDA,CA,94501,4,"Public, 2-year",2409.0,3264.0,5673.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,1,1,37.78246115,-122.27939789367927
108807001,Allan Hancock College,111100,Santa Maria,800 S. College Drive,Santa Maria,CA,934546399,4,"Public, 2-year",4802.0,5527.0,10329.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,11.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,1,1,1,34.9432733,-120.4231031287199
108807002,Allan Hancock College,111100,Lompoc Valley Center,One Hancock Drive,Lompoc,CA,934362755,4,"Public, 2-year",4802.0,5527.0,10329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
108852001,American Academy of Dramatic Arts-Los Angeles,746501,Los Angeles - Main Campus,1336 N. La Brea Avenue,Los Angeles,CA,90028,5,"Private nonprofit, 2-year",93.0,127.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.09502883673469,-118.34399167346939
108861001,Berkeley School of Theology,112000,Berkeley School of Theology,2606 DWIGHT WAY,BERKELEY,CA,947043029,2,"Private nonprofit, 4-year or above",49.0,39.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,37.97285158527436,-121.30663578040007
108870001,American Film Institute Conservatory,2222000,American Film Institute Conservatory,2021 North Western Ave,Los Angeles,CA,90027,2,"Private nonprofit, 4-year or above",189.0,234.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,41.91822395,-87.68713010887024
108977001,American Beauty College,1307400,Main Campus,652 South Sunset Ave,West Covina,CA,91790,9,"Private for-profit, less-than 2-year",55.0,179.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.51488687755102,-106.24439177551021
108977002,American Beauty College,1307400,Palmdale Campus,641 West Palmdale Blvd Suites A-C,Palmdale,CA,93551,9,"Private for-profit, less-than 2-year",55.0,179.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,
109040001,American Career College-Los Angeles,2241800,Los Angeles,4021 Rosewood Ave,Los Angeles,CA,90004,6,"Private for-profit, 2-year",447.0,1522.0,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.078965,-118.2930197142857
109208001,American River College,123200,Main Campus,4700 COLLEGE OAK DR,SACRAMENTO,CA,958414286,4,"Public, 2-year",14210.0,13212.0,27422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,38.652158,-121.347733
109208002,American River College,123200,Natomas Center,2421 Del Paso Rd,Sacramento,CA,95835,4,"Public, 2-year",14210.0,13212.0,27422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,38.65590189261745,-121.51365545637584
109208003,American River College,123200,Sacramento Regional Public Safety Training Center,5146 Arnold Ave,McClellan,CA,95652,4,"Public, 2-year",14210.0,13212.0,27422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,38.65581632323232,-121.38784803030302
109208004,American River College,123200,Mather Center,10150 Missile Way,Mather,CA,95655,4,"Public, 2-year",14210.0,13212.0,27422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,38.5588197,-121.3149559
109350001,Antelope Valley Community College District,111300,Main Campus,3041 West Avenue K,LANCASTER,CA,935365426,1,"Public, 4-year or above",5184.0,6656.0,11840.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,34.67496078261107,-118.18440449733072
109651001,Art Center College of Design,111600,Hillside Campus,1700 LIDA ST,PASADENA,CA,91103,2,"Private nonprofit, 4-year or above",1033.0,1387.0,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,34.17113543903933,-118.18897558540036
109651002,Art Center College of Design,111600,South Campus,950 South Raymond Avenue/870 South Raymond/1111 Arroyo Prkwy,Pasadena,CA,91105,2,"Private nonprofit, 4-year or above",1033.0,1387.0,2420.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
